מספר חלצ,תאריך רישום חלצ,שם חלצ בעברית,שם חלצ באנגלית,סטטוס חלצ,מטרות ארגון רשמיות,סיווג פעילות ענפי,תחום פעילות,שנת דיווח דוח כספי אחרון,מחזור - נתונים מדוח מילולי מקוון,מתנדבים- נתונים מדוח מילולי מקוון,עובדים- נתונים מדוח מילולי מקוון,איזורי פעילות,מקומות פעילות,תאריך עדכון אחרון של נתוני חלצ,כתובת - ישוב,כתובת - רחוב,כתובת - מספר דירה,כתובת - מיקוד,מען - ישוב,מען - רחוב,מען - מספר דירה,מען - מיקוד,מען - מיקוד תיבת דואר,מען - תיבת דואר,תאריך התחלה תוקף מטרות עמותה,תאריך ביקורת עומק אחרונה,Column1
513545533,,גני מאורות המעיין בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,7275897,30,130,צפון,,09/02/2023,אשדוד,אור לציון,7,0,אשדוד,,,7718102,8210,8210,,,
513546168,05/03/2013,הקרן להשכלה גבוהה ע~ש המנוח אחמד מוסטפא שרים ז~ל והמנוחה מרים סלימאן ז~ל בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,1180000,0,1,דרום,,20/12/2022,אום אל-פחם,ראשי קניון מדינה סנטר  ,5,3001000,אום אל-פחם,,,3001012,1107,1107,,,
513700377,28/09/2014,זק~א - חסד של אמת - ארגון בינלאומי לאיתור חילוץ והצלה בע~מ (חל~צ),,בפרוק ע~י בימ~ש,לעסוק בסוגי עיסוק שפורטו בתקנון,בריאות או הצלת חיים,בתי חולים ומוסדות רפואיים,,,,,,,20/12/2022,ירושלים,יהודה המכבי,5,9466405,ירושלים,,,9157002,57079,57079,,,
513701755,,מואססת מסגד אבו בכר אלסדיק בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2021,406354,8,0,מרכז,,20/12/2022,כפר כנא,אל-אנדלוס           ,0,1693000,כפר כנא,,,1693000,1155,1155,,,
513705699,13/02/2013,רשת עמל 1 בע~מ (חל~צ),AMAL 1 NETWORK LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,867648000,3,3204,דרום,,20/12/2022,תל אביב - יפו,קהילת קיוב,15,6941010,,,,0,0,0,,27/12/2021,
513606368,28/05/2015,תנופה חדשה לישראל בע~מ (חל~צ),NEW DRIVE FOR ISRAEL LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"ארגוני סנגור, שינוי חברתי ופוליטי","אחר - ארגוני סנגור, שינוי חברתי ופוליטי",,,,,,,20/12/2022,ירושלים,הלל,23,9458123,,,,0,0,0,,,
513606962,12/03/2013,אגוד הגלישה המקצועני בישראל בע~מ (חל~צ),THE PROFESSIONAL SURFING ASSOCIATION IN ISRAEL  LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,ספורט,אחר - ספורט,,,,,,,20/12/2022,כפר שמריהו,המעפילים,3,0,,,,0,0,0,,,
513608505,,המרכז הישראלי לכבוד האדם בע~מ (חל~צ),THE ISRAELI CENTER FOR HUMAN DIGNITY LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,2022,860000,0,25,דרום,,20/12/2022,תל אביב - יפו,רובינשטיין ארתור,15,6967156,תל אביב - יפו,,,6105301,53391,53391,,,
513609560,29/01/2012,גישה לחיים - מתמודדים עם משבר חולי ואובדן בע~מ (חל~צ),Life's Door - Coping with illness and loss LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,בריאות או הצלת חיים,בתי חולים ומוסדות רפואיים,2022,1404113,150,2,דרום,,20/12/2022,קיסריה,השקד,7,3096244,,,,0,0,0,,,
513609784,05/03/2013,דן - אב שלום - לתועלת הציבור- מלכ~ר  בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2021,10337470,2,64,צפון,,20/12/2022,גדרה,בעלי מלאכה,9,7057709,,,,0,0,0,,,
513682187,26/12/2012,"תלם - מדיניות, בטחון וחברה בע~מ (חל~צ)",TELEM - POLICY SECURITY AND SOCIETY LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,,,,,,,20/12/2022,תל אביב - יפו,לאונרדו דה וינצ'י,13,61400,,,,0,0,0,,27/12/2021,
513683318,21/02/2013,איגוד לארגוני חינוך וחסד בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2020,0,0,0,דרום,,20/12/2022,ירושלים,דברי חיים,17,9447919,,,,0,0,0,,27/12/2021,
513684688,,הררי קדם בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,אחר - דת,2021,751573,0,7,צפון,,20/12/2022,איתמר,,0,4483400,,,,0,0,0,,,
513686865,14/02/2013,אמון הציבור - חברה לתועלת הציבור בע~מ (חל~צ),CIVIC TRUST - A PUBLIC BENEFIT COMPANY LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,2022,2089347,5,10,דרום,,20/12/2022,תל אביב - יפו,המסגר,5,6777654,,,,0,0,0,,,
513691915,,אמרי בינה בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,222770,0,2,מרכז,,20/12/2022,אשדוד,האר~י הקדוש,18,7764018,,,,0,0,0,,,
513692202,04/03/2013,שכר מצווה בע~מ (חל~צ),SCHAR MITZVAH LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית",הכשרה ותעסוקה,,,,,,,20/12/2022,תל אביב - יפו,פריש דניאל,10,6473111,,,,0,0,0,,,
513692830,27/01/2013,דור העתיד קרית אונו (מלכ~ר) בע~מ (חל~צ),KIRYAT-ONO FUTURE GENERATION (MALCAR) LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,ספורט,אחר - ספורט,2022,4000958,0,25,מרכז,,13/09/2023,קריית אונו,השדרה האקדמית       ,1,0,קריית אונו,,,5510701,759,759,,,
513693937,29/09/2013,מרווה לצמא בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,אחר - דת,,,,,,,20/12/2022,נתניה,הרב מגרליץ,22,0,,,,0,0,0,,,
513699900,,מתנדבי ישראל - ילדים של החיים בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2021,9793355,719,75,דרום,,20/12/2022,בני ברק,הרב קוק,39,5140230,,,,0,0,0,,27/12/2021,
513699918,23/09/2014,בני אור מוסדות חינוך בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2021,4045404,1,81,צפון,,01/01/2023,בני ברק,גרונר,41,5121211,,,,0,0,0,,,
513621730,28/11/2011,בית ספר ג'רוזאלם ג'י.אי.אצ'.אס. בע~מ (חל~צ),JERUSALEM  J.E.H.S.  SCHOOL LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,17750696,0,127,מרכז,,20/12/2022,ירושלים,ג'עפר א-סאדק,11,9716780,ירושלים,,,9118101,18158,18158,,,
513624544,19/09/2017,חינוך חרדי בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,בני ברק,חבקוק,9,5136962,,,,0,0,0,,,
513637322,25/05/2015,מואססת קודסנא לזכויות האדם בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,,,,,,,20/12/2022,נצרת,אל-פאח'ורה,2,0,נצרת,,,0,10234,10234,,,
513641225,,מכון רן נאור לקידום מחקר בטיחות בדרכים בע~מ (חל~צ),Ran Naor Institute for the Advancement of Road Safety Research Ltd (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,2020,0,0,0,דרום,,20/12/2022,רמת השרון,השופטים,38,4703749,,,,0,0,0,,27/12/2021,
513645937,03/06/2015,א~י מכללת ארץ ישראל בע~מ (חל~צ),E~I ERETZ ISRAEL COLLEGE LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,הרצליה,רזיאל דוד,24,4681224,,,,0,0,0,,,
513650382,23/09/2014,ישיבת שס לובלין בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית",ישיבה – כולל,2020,2304973,0,9,דרום,,20/12/2022,אשדוד,מאיר בעל הנס,24,7765313,,,,0,0,0,,,
513652370,13/02/2013,כתנות אור לזכות התנא רבי מאיר בעל הנס (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,,,,,,20/12/2022,טבריה,ורנר,22,1426728,,,,0,0,0,,,
513653436,12/03/2013,בית וחסד בע~מ (חל~צ),BAIT VA'HESSED LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2021,120449,0,6,מרכז,,20/12/2022,בני ברק,אבני נזר,12,5139414,,,,0,0,0,,,
513655381,11/06/2017,הסברה וחינוך בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,אחר - דת,,,,,,,20/12/2022,ירושלים,סורוצקין,26,9446402,,,,0,0,0,,,
513660431,03/03/2013,רשת בני אמונים בארה~ק בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,ירושלים,רוקח שמעון,11,9518712,,,,0,0,0,,,
513661405,21/06/2010,אבן סינא דבוריה בע~מ (חל~צ),,בפרוק ע~י בימ~ש,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,דבוריה,,,16910,דבוריה,,,0,517,517,,,
513671693,12/02/2013,בית ספר שדא אלוורד בע~מ (חל~צ),SHADA AL WARD SCHOOL LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,2295258,0,26,צפון,,20/12/2022,ירושלים,בית חנינא החדשה,1,9730029,ירושלים,,,9155001,55031,55031,,,
513675678,28/05/2015,יאנג איגלז גולף בע~מ (חל~צ),YOUNG EAGLES GOLF LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,ספורט,אגודות ספורט,,,,,,,20/12/2022,רעננה,השומר,7,43408,,,,0,0,0,,,
513677575,,המרכז ללימודים אקדמיים באור יהודה בע~מ- חל~צ,,בפרוק ע~י בימ~ש,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,אור יהודה,היוצרים,2,6021816,רמת גן,,,5219002,9085,9085,,,
513678128,26/07/2017,חינוך להבנה בע~מ (חל~צ),EDUCATION FOR UNDERSTANDING LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,0,0,0,דרום,,26/08/2023,הרצליה,הנביאים,6,4646503,הרצליה,,,4615801,5890,5890,,,
513870717,21/04/2013,בית הכנסת המרכזי רמת אביב ג' בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,בתי כנסת,2021,968677,3,9,מרכז,,20/12/2022,תל אביב - יפו,אחימאיר אבא,31,6949217,,,,0,0,0,,,
513874669,03/12/2012,המכללה לכלכלה וניהול (חל~צ),COLLEGE FOR ECONOMICS & MANAGEMENT (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,21/12/2022,תל אביב - יפו,דוד חכמי,18,61281,תל אביב - יפו,,,0,28227,28227,,,
513876359,,קרן אניאס ובני שטינמץ בע~מ (חל~צ),THE AGNES AND BENY STEINMETZ FOUNDATION LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2019,41371,0,0,דרום,,20/12/2022,הרצליה,מדינת היהודים,85,4676670,הרצליה,,,4614001,4030,4030,,,
513876698,27/11/2016,בריא לי בכיף - חברה לתועלת הציבור בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,בריאות או הצלת חיים,בתי חולים ומוסדות רפואיים,,,,,,,20/12/2022,תל אביב - יפו,פומבדיתא,24,6423422,,,,0,0,0,,,
513884726,16/03/2017,עטרת אלימלך חברה לתועלת הציבור בע~מ (חל~צ),ATERET ELIMELECH A PUBLIC BENEFIT COMPANY LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,21/12/2022,ירושלים,מעגלי הרי~ם לוין,39,9770733,,,,0,0,0,,,
513889618,11/02/2013,לב ח~ש בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,439182,7,0,מרכז,,20/12/2022,בני ברק,בעל התניא,20,5158615,,,,0,0,0,,,
513891630,03/02/2013,אור לחייל בע~מ (חברה לתועלת הציבור),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,בריאות או הצלת חיים,מוסדות שיקום,2021,5184713,0,17,דרום,,30/01/2023,גבע בנימין,ורד,3,9063200,,,,0,0,0,,,
513892844,16/03/2017,פלטפורמה לחברה האזרחית חברה לתועלת הציבור בע~מ (חל~צ),PLATFORMA FOR CIVIL SOCIETY COMPANY FOR PUBLIC BENEFIT LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,פעילות חברתית,,,,,,,20/12/2022,תל אביב - יפו,קהילת קובנה,10,6940071,,,,0,0,0,,,
513894311,23/09/2014,מעיין לאה בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2021,3794730,0,93,מרכז,,04/04/2023,בני ברק,אבטליון,21,5135201,,,,0,0,0,,,
513896548,03/12/2012,מדינת הכדורגל (ישראל) - חברה לתועלת הציבור בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,ספורט,אחר - ספורט,2021,1685860,0,15,דרום,,20/12/2022,הבונים,כרמל וים            ,1,3084500,הבונים,,,3084500,0,0,,,
513897934,18/05/2017,חסדי יהודה בע~מ (חל~צ),CHASDAY YEHOODA LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,אשדוד,שפירא אברהם,37,7755706,,,,0,0,0,,,
513898247,,זמרשת - חברה לתועלת הציבור בע~מ (חל~צ),ZEMERESHET - A PUBLIC BENEFIT COMPANY LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,תרבות או אמנות,אחר - תרבות ואומנות,,85778,10,0,דרום,,20/12/2022,חיפה,נחליאלי,4,3501263,,,,0,0,0,,,
513818492,27/07/2014,קול-אקטיבי: מרכז ישראלי להשתתפות אזרחים בממשל בע~מ (חל~צ),KOL-ACTIVE: ISRAELI CENTER FOR ENGAGING CITIZENS IN GOVERNANCE LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,,,,,,,20/12/2022,ירושלים,שד' עין צורים 4/13,,93393,,,,0,0,0,,,
513818872,21/02/2013,חברת אגודת החברים הארצית - חברה לתועלת הציבור בע~מ (חל~צ),,מחוסלת מרצון,לעסוק בסוגי עיסוק שפורטו בתקנון,,,,,,,,,20/12/2022,פתח תקווה,חובבי ציון,37,0,פתח תקווה,,,0,765,765,,,
513823252,28/09/2014,עם הספר חברה לתועלת הציבור בע~מ,PEOPLE OF THE BOOK PUBLIC BENEFIT COMPANY LTD,מחוסלת מרצון,לעסוק בסוגי עיסוק שפורטו בתקנון,,,,,,,,,20/12/2022,קדימה,האלון 14/1,,0,קדימה,,,0,1312,1312,,,
513824896,18/12/2014,צבאות ה' בע~מ (חל~צ),ARMIES OF HASHEM LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,תנועות נוער,2022,8138805,0,132,צפון,,20/12/2022,נוף הגליל           ,המלאכה,14,1767319,נוף הגליל           ,,,1711001,1035,1035,,,
513826982,,אלסנאבל - לטיפוח היזמות החברתית והכלכלית בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,2022,43040,0,0,צפון,,20/12/2022,חורה,אזהיית,44,8573000,חורה,,,8573000,199,199,,,
513830778,27/02/2014,קרן-שמש מקבוצת עוגן בע~מ (חל~צ),"KEREN-SHEMESH, A MEMBER OF THE OGEN GROUP LTD (CC)",פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית",הכשרה ותעסוקה,2022,18223215,1040,24,דרום,,20/12/2022,תל אביב - יפו,קארו יוסף,18,6701422,,,,0,0,0,,,
513837203,19/04/2017,התקווה וההצלחה לדורות העתיד חברה לתועלת הציבור בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,להבים,אין רחובות,8,8533800,,,,0,0,0,,,
513837724,17/07/2016,פארק אריאל שרון בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,סביבה ובעלי חיים,אחר - סביבה ובעלי חיים,2022,28175000,0,46,צפון,,20/12/2022,תל אביב - יפו,דרך בר-לב חיים,298,0,תל אביב - יפו,,,0,62300,62300,,,
513838029,04/08/2015,ביה~כ וביהמ~ד חניכי הישיבות פרדס כץ בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,בתי כנסת,2022,395421,4,0,מרכז,,20/12/2022,בני ברק,אבו חצירא ישראל,28,5128515,,,,0,0,0,,,
513838391,,יד יוסף המשביר בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,,,,,,20/12/2022,בית שמש,נחל איילון 21/3,,0,,,,0,0,0,,,
513840462,,באר ישראל נחלת צבי בע~מ (חל~צ),BEER ISRAEL NACHALAT TZVI LTD (PBC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,בני ברק,מהרש~ל,16,5146511,,,,0,0,0,,,
513840744,11/02/2013,שירת ציפורה בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,3594276,0,69,מרכז,,23/11/2023,בני ברק,האדמו~ר מגור,12,5152529,,,,0,0,0,,27/12/2021,
513847251,27/12/2012,תב~ת - תנופה בתעסוקה בע~מ (חל~צ),,מחוסלת עקב מיזוג,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,2018,39554000,0,46,דרום,,20/12/2022,ירושלים,דרך רופין,9,0,ירושלים,,,9103401,3489,3489,,,
513850974,16/03/2017,ויתן לך - חברה לתועלת הציבור בע~מ (חל~צ),,מחוסלת מרצון,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,,,,,,20/12/2022,רכסים,לילך,8,2049600,,,,0,0,0,,,
513851659,13/02/2013,דרך הלוטוס בע~מ (חל~צ),THE LOTUS WAY LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2022,3063956,2,13,דרום,,20/12/2022,רעננה,ההסתדרות,12,4345505,,,,0,0,0,,27/12/2021,
513852749,,אפאק הנגב בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2022,11241266,4,200,צפון,,20/12/2022,לקיה,6,173,8499100,באר שבע,,,8415701,5723,5723,,,
513854166,14/02/2013,אוהלי חיים יוסף דוד - עולם הילד בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,אשדוד,יצחק הנשיא,22,7762402,אשדוד,,,0,8168,8168,,27/12/2021,
513856963,04/12/2012,בית כנסת יחזקאל בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,בתי כנסת,2021,438193,0,0,מרכז,,20/12/2022,תל אביב - יפו,ארנון,2,6345502,תל אביב - יפו,,,0,3578,3578,,,
513859090,06/07/2014,אוהל אברהם סעד בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2021,612688,3,3,צפון,,20/12/2022,אשדוד,הנביא מלאכי,8,7747624,,,,0,0,0,,,
513859454,16/11/2014,ספורט ושף (חל~צ),SPORT & CHEF (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,ספורט,אחר - ספורט,,,,,,,20/12/2022,הוד השרון,המגן,14,4530914,,,,0,0,0,,,
